##########
# Исследование № 000010
# 2025-11-12 11:31:50
##########
0000000054;-39.10;-6.00;-36.80;0;0
0000000058;-39.15;-5.95;-37.00;0;0
0000000072;-39.15;-6.00;-37.15;0;0
0000000089;-39.15;-6.00;-37.30;0;0
0000000109;-39.15;-6.00;-37.50;0;0
0000000134;-39.20;-6.00;-37.65;0;0
0000000145;-39.25;-6.00;-37.85;0;1
0000000191;-39.30;-5.95;-38.05;0;1
0000000223;-39.35;-5.90;-38.55;0;1
0000000240;-39.40;-5.90;-38.65;0;1
0000000255;-39.45;-5.90;-38.85;0;1
0000000286;-39.45;-5.90;-39.05;0;1
0000000318;-39.50;-5.90;-39.35;0;1
0000000336;-39.55;-5.90;-39.45;0;1
0000000350;-39.60;-5.85;-39.65;0;1
0000000378;-39.65;-5.85;-39.75;0;1
0000000418;-39.70;-5.90;-39.90;0;1
0000000431;-39.70;-5.85;-40.25;0;1
0000000445;-39.75;-5.80;-40.40;0;1
0000000474;-39.75;-5.85;-40.60;0;1
0000000503;-39.80;-5.90;-40.80;0;1
0000000511;-39.75;-5.90;-40.90;0;1
0000000531;-39.70;-5.95;-41.10;0;1
0000000552;-39.70;-5.95;-41.20;0;1
0000000568;-39.70;-5.95;-41.40;0;1
0000000572;-39.65;-5.90;-41.55;0;1
0000000606;-39.65;-5.90;-41.75;0;1
0000000622;-39.65;-5.85;-41.90;0;1
0000000652;-39.70;-5.90;-42.05;0;1
0000000668;-39.70;-5.90;-42.20;0;1
0000000683;-39.65;-5.95;-42.35;0;1
0000000704;-39.65;-5.90;-42.55;0;1
0000000723;-39.65;-5.85;-42.70;0;1
0000000731;-39.70;-5.80;-42.80;0;1
0000000753;-39.65;-5.85;-42.95;0;1
0000000792;-39.65;-5.80;-43.10;0;1
0000000804;-39.70;-5.75;-43.30;0;1
0000000811;-39.65;-5.80;-43.40;0;1
0000000833;-39.70;-5.80;-43.55;0;1
0000000849;-39.75;-5.80;-43.65;0;1
0000000875;-39.75;-5.80;-43.75;0;1
0000000895;-39.80;-5.85;-43.90;0;1
0000000907;-39.80;-5.85;-44.10;0;1
0000000939;-39.85;-5.80;-44.25;0;1
0000000972;-39.85;-5.70;-44.50;0;1
0000000988;-39.90;-5.75;-44.60;0;1
0000001006;-39.90;-5.75;-44.75;0;1
0000001023;-39.85;-5.75;-44.90;0;1
0000001034;-39.80;-5.70;-45.10;0;1
0000001068;-39.85;-5.75;-45.25;0;1
0000001088;-39.90;-5.80;-45.40;0;1
0000001101;-39.90;-5.80;-45.50;0;1
0000001115;-39.95;-5.80;-45.60;0;1
0000001129;-39.90;-5.75;-45.75;0;1
0000001146;-39.90;-5.75;-45.90;0;1
0000001176;-39.90;-5.75;-46.05;0;1
0000001206;-39.95;-5.75;-46.20;0;1
0000001233;-40.00;-5.80;-46.40;0;1
0000001244;-40.00;-5.75;-46.75;0;1
0000001272;-40.05;-5.75;-46.95;0;1
0000001287;-40.00;-5.70;-47.15;0;1
0000001308;-40.05;-5.65;-47.35;0;1
0000001320;-40.00;-5.65;-47.45;0;1
0000001357;-39.95;-5.60;-47.65;0;1
0000001367;-39.95;-5.60;-47.85;0;1
0000001384;-39.95;-5.60;-48.05;0;1
0000001401;-39.95;-5.55;-48.20;0;1
0000001417;-39.95;-5.55;-48.35;0;1
0000001430;-39.95;-5.50;-48.55;0;1
0000001462;-39.95;-5.50;-48.70;0;1
0000001505;-39.95;-5.50;-48.85;0;1
0000001509;-40.00;-5.50;-48.95;0;1
0000001538;-39.95;-5.55;-49.05;0;1
0000001541;-40.00;-5.55;-49.15;0;1
0000001557;-39.95;-5.60;-49.30;0;1
0000001579;-40.00;-5.60;-49.45;0;1
0000001607;-39.95;-5.60;-49.60;0;1
0000001609;-39.95;-5.65;-49.80;0;1
0000001640;-39.95;-5.60;-49.95;0;1
0000001652;-40.00;-5.55;-50.10;0;1
0000001677;-40.00;-5.50;-50.25;0;1
0000001690;-39.95;-5.45;-50.40;0;1
0000001727;-40.00;-5.50;-50.60;0;0
0000001732;-39.95;-5.50;-50.75;0;0
0000001747;-39.95;-5.55;-50.90;0;0
0000001790;-40.00;-5.60;-51.05;0;0
0000001805;-40.00;-5.55;-51.20;0;0
0000001813;-40.00;-5.55;-51.35;0;0
0000001828;-40.05;-5.50;-51.50;0;0
0000001841;-40.10;-5.55;-51.60;0;0
0000001872;-40.15;-5.55;-51.75;0;0
0000001887;-40.15;-5.50;-51.95;0;0
0000001906;-40.15;-5.50;-52.10;0;0
0000001915;-40.10;-5.45;-52.25;0;0
0000001932;-40.10;-5.50;-52.35;0;0
0000001955;-40.05;-5.50;-52.45;0;0
0000001970;-40.05;-5.45;-52.65;0;0
0000001988;-40.10;-5.45;-52.80;0;0
0000002005;-40.05;-5.45;-52.95;0;0
0000002023;-40.05;-5.40;-53.15;0;0
0000002053;-40.05;-5.45;-53.30;0;0
0000002058;-40.05;-5.40;-53.40;0;0
0000002073;-40.05;-5.35;-53.55;0;0
0000002104;-40.10;-5.40;-53.70;0;0
0000002120;-40.10;-5.40;-53.90;0;0
0000002145;-40.10;-5.35;-54.10;0;0
0000002150;-40.10;-5.30;-54.20;0;0
0000002165;-40.10;-5.30;-54.30;0;0
0000002189;-40.10;-5.25;-54.40;0;0
0000002202;-40.10;-5.25;-54.50;0;0
0000002221;-40.10;-5.30;-54.65;0;0
0000002237;-40.15;-5.25;-54.80;0;0
0000002256;-40.10;-5.30;-55.00;0;0
0000002271;-40.10;-5.25;-55.20;0;0
0000002290;-40.05;-5.25;-55.35;0;0
0000002326;-40.05;-5.25;-55.45;0;0
0000002342;-40.00;-5.20;-55.65;0;0
0000002349;-39.95;-5.15;-55.75;0;0
0000002364;-39.90;-5.10;-55.90;0;0
0000002383;-39.85;-5.10;-56.00;0;0
0000002396;-39.85;-5.05;-56.20;0;0
0000002441;-39.85;-5.10;-56.35;0;0
0000002447;-39.85;-5.05;-56.45;0;0
0000002472;-39.90;-5.05;-56.55;0;0
0000002499;-39.90;-5.05;-56.75;0;0
0000002520;-39.85;-5.00;-57.00;0;0
0000002538;-39.85;-5.00;-57.15;0;0
0000002546;-39.80;-5.00;-57.25;0;0
0000002569;-39.75;-5.00;-57.40;0;0
0000002585;-39.70;-5.00;-57.55;0;0
0000002601;-39.75;-5.00;-57.65;0;0
0000002620;-39.70;-5.00;-57.85;0;0
0000002636;-39.65;-5.05;-58.00;0;0
0000002655;-39.60;-5.05;-58.15;0;0
0000002670;-39.60;-5.00;-58.35;0;0
0000002691;-39.55;-5.00;-58.55;0;0
0000002706;-39.60;-4.95;-58.75;0;0
0000002734;-39.65;-4.90;-58.90;0;0
0000002759;-39.70;-4.90;-59.10;0;0
0000002766;-39.75;-4.95;-59.30;0;0
0000002785;-39.75;-4.90;-59.45;0;0
0000002804;-39.80;-4.90;-59.65;0;0
0000002819;-39.85;-4.90;-59.75;0;0
0000002840;-39.85;-4.90;-59.95;0;0
0000002855;-39.85;-4.90;-60.15;0;0
0000002872;-39.85;-4.95;-60.30;0;0
0000002891;-39.90;-4.95;-60.40;0;0
0000002907;-39.90;-4.90;-60.55;0;0
0000002922;-39.85;-4.85;-60.70;0;0
0000002953;-39.80;-4.90;-60.85;0;0
0000002962;-39.75;-4.95;-61.05;0;0
0000002991;-39.75;-4.95;-61.15;0;0
0000003003;-39.75;-4.95;-61.30;0;0
0000003044;-39.80;-4.95;-61.50;0;0
0000003057;-39.75;-4.95;-61.65;0;0
0000003059;-39.80;-4.95;-61.80;0;0
